variable,categoria,frecuencia,porcentaje
id,SUJ-0873,1,0.02
id,SUJ-0874,1,0.02
id,SUJ-0875,1,0.02
id,SUJ-0876,1,0.02
id,SUJ-0877,1,0.02
id,SUJ-0878,1,0.02
id,SUJ-0879,1,0.02
id,SUJ-0880,1,0.02
id,SUJ-0881,1,0.02
id,SUJ-0882,1,0.02
id,SUJ-0883,1,0.02
id,SUJ-0884,1,0.02
id,SUJ-0885,1,0.02
id,SUJ-0886,1,0.02
id,SUJ-0887,1,0.02
id,SUJ-0888,1,0.02
id,SUJ-0889,1,0.02
id,SUJ-0890,1,0.02
id,SUJ-0891,1,0.02
id,SUJ-0892,1,0.02
id,SUJ-0893,1,0.02
id,SUJ-0894,1,0.02
id,SUJ-0895,1,0.02
id,SUJ-0896,1,0.02
id,SUJ-0897,1,0.02
id,SUJ-0898,1,0.02
id,SUJ-0899,1,0.02
id,SUJ-0900,1,0.02
id,SUJ-0901,1,0.02
id,SUJ-0902,1,0.02
id,SUJ-0903,1,0.02
id,SUJ-0904,1,0.02
id,SUJ-0905,1,0.02
id,SUJ-0906,1,0.02
id,SUJ-0907,1,0.02
id,SUJ-0908,1,0.02
id,SUJ-0909,1,0.02
id,SUJ-0910,1,0.02
id,SUJ-0911,1,0.02
id,SUJ-0912,1,0.02
id,SUJ-0913,1,0.02
id,SUJ-0914,1,0.02
id,SUJ-0915,1,0.02
id,SUJ-0916,1,0.02
id,SUJ-0917,1,0.02
id,SUJ-0918,1,0.02
id,SUJ-0919,1,0.02
id,SUJ-0920,1,0.02
id,SUJ-0921,1,0.02
id,SUJ-0922,1,0.02
id,SUJ-0923,1,0.02
id,SUJ-0924,1,0.02
id,SUJ-0925,1,0.02
id,SUJ-0926,1,0.02
id,SUJ-0927,1,0.02
id,SUJ-0928,1,0.02
id,SUJ-0929,1,0.02
id,SUJ-0930,1,0.02
id,SUJ-0931,1,0.02
id,SUJ-0932,1,0.02
id,SUJ-0933,1,0.02
id,SUJ-0934,1,0.02
id,SUJ-0935,1,0.02
id,SUJ-0936,1,0.02
id,SUJ-0937,1,0.02
id,SUJ-0938,1,0.02
id,SUJ-0939,1,0.02
id,SUJ-0940,1,0.02
id,SUJ-0941,1,0.02
id,SUJ-0942,1,0.02
id,SUJ-0943,1,0.02
id,SUJ-0944,1,0.02
id,SUJ-0945,1,0.02
id,SUJ-0946,1,0.02
id,SUJ-0947,1,0.02
id,SUJ-0948,1,0.02
id,SUJ-0949,1,0.02
id,SUJ-0950,1,0.02
id,SUJ-0951,1,0.02
id,SUJ-0952,1,0.02
id,SUJ-0953,1,0.02
id,SUJ-0954,1,0.02
id,SUJ-0955,1,0.02
id,SUJ-0956,1,0.02
id,SUJ-0957,1,0.02
id,SUJ-0958,1,0.02
id,SUJ-0959,1,0.02
id,SUJ-0960,1,0.02
id,SUJ-0961,1,0.02
id,SUJ-0962,1,0.02
id,SUJ-0963,1,0.02
id,SUJ-0964,1,0.02
id,SUJ-0965,1,0.02
id,SUJ-0966,1,0.02
id,SUJ-0967,1,0.02
id,SUJ-0968,1,0.02
id,SUJ-0969,1,0.02
id,SUJ-0970,1,0.02
id,SUJ-0971,1,0.02
id,SUJ-0972,1,0.02
id,SUJ-0973,1,0.02
id,SUJ-0974,1,0.02
id,SUJ-0975,1,0.02
id,SUJ-0976,1,0.02
id,SUJ-0977,1,0.02
id,SUJ-0978,1,0.02
id,SUJ-0979,1,0.02
id,SUJ-0980,1,0.02
id,SUJ-0981,1,0.02
id,SUJ-0982,1,0.02
id,SUJ-0983,1,0.02
id,SUJ-0984,1,0.02
id,SUJ-0985,1,0.02
id,SUJ-0986,1,0.02
id,SUJ-0987,1,0.02
id,SUJ-0988,1,0.02
id,SUJ-0989,1,0.02
id,SUJ-0990,1,0.02
id,SUJ-0991,1,0.02
id,SUJ-0992,1,0.02
id,SUJ-0993,1,0.02
id,SUJ-0994,1,0.02
id,SUJ-0995,1,0.02
id,SUJ-0996,1,0.02
id,SUJ-0997,1,0.02
id,SUJ-0998,1,0.02
id,SUJ-0999,1,0.02
id,SUJ-1000,1,0.02
id,SUJ-1001,1,0.02
id,SUJ-1002,1,0.02
id,SUJ-1003,1,0.02
id,SUJ-1004,1,0.02
id,SUJ-1005,1,0.02
id,SUJ-1006,1,0.02
id,SUJ-1007,1,0.02
id,SUJ-1008,1,0.02
id,SUJ-1009,1,0.02
id,SUJ-1010,1,0.02
id,SUJ-1011,1,0.02
id,SUJ-1012,1,0.02
id,SUJ-1013,1,0.02
id,SUJ-1014,1,0.02
id,SUJ-1015,1,0.02
id,SUJ-1016,1,0.02
id,SUJ-1017,1,0.02
id,SUJ-1018,1,0.02
id,SUJ-1019,1,0.02
id,SUJ-1020,1,0.02
id,SUJ-1021,1,0.02
id,SUJ-1022,1,0.02
id,SUJ-1023,1,0.02
id,SUJ-1024,1,0.02
id,SUJ-1025,1,0.02
id,SUJ-1026,1,0.02
id,SUJ-1027,1,0.02
id,SUJ-1028,1,0.02
id,SUJ-1029,1,0.02
id,SUJ-1030,1,0.02
id,SUJ-1031,1,0.02
id,SUJ-1032,1,0.02
id,SUJ-1033,1,0.02
id,SUJ-1034,1,0.02
id,SUJ-1035,1,0.02
id,SUJ-1036,1,0.02
id,SUJ-1037,1,0.02
id,SUJ-1038,1,0.02
id,SUJ-1039,1,0.02
id,SUJ-1040,1,0.02
id,SUJ-1041,1,0.02
id,SUJ-1042,1,0.02
id,SUJ-1043,1,0.02
id,SUJ-1044,1,0.02
id,SUJ-1045,1,0.02
id,SUJ-1046,1,0.02
id,SUJ-1047,1,0.02
id,SUJ-1048,1,0.02
id,SUJ-1049,1,0.02
id,SUJ-1050,1,0.02
id,SUJ-1051,1,0.02
id,SUJ-1052,1,0.02
id,SUJ-1053,1,0.02
id,SUJ-1054,1,0.02
id,SUJ-1055,1,0.02
id,SUJ-1056,1,0.02
id,SUJ-1057,1,0.02
id,SUJ-1058,1,0.02
id,SUJ-1059,1,0.02
id,SUJ-1060,1,0.02
id,SUJ-1061,1,0.02
id,SUJ-1062,1,0.02
id,SUJ-1063,1,0.02
id,SUJ-1064,1,0.02
id,SUJ-1065,1,0.02
id,SUJ-1066,1,0.02
id,SUJ-1067,1,0.02
id,SUJ-1068,1,0.02
id,SUJ-1069,1,0.02
id,SUJ-1070,1,0.02
id,SUJ-1071,1,0.02
id,SUJ-1072,1,0.02
id,SUJ-1073,1,0.02
id,SUJ-1074,1,0.02
id,SUJ-1075,1,0.02
id,SUJ-1076,1,0.02
id,SUJ-1077,1,0.02
id,SUJ-1078,1,0.02
id,SUJ-1079,1,0.02
id,SUJ-1080,1,0.02
id,SUJ-1081,1,0.02
id,SUJ-1082,1,0.02
id,SUJ-1083,1,0.02
id,SUJ-1084,1,0.02
id,SUJ-1085,1,0.02
id,SUJ-1086,1,0.02
id,SUJ-1087,1,0.02
id,SUJ-1088,1,0.02
id,SUJ-1089,1,0.02
id,SUJ-1090,1,0.02
id,SUJ-1091,1,0.02
id,SUJ-1092,1,0.02
id,SUJ-1093,1,0.02
id,SUJ-1094,1,0.02
id,SUJ-1095,1,0.02
id,SUJ-1096,1,0.02
id,SUJ-1097,1,0.02
id,SUJ-1098,1,0.02
id,SUJ-1099,1,0.02
id,SUJ-1100,1,0.02
id,SUJ-1101,1,0.02
id,SUJ-1102,1,0.02
id,SUJ-1103,1,0.02
id,SUJ-1104,1,0.02
id,SUJ-1105,1,0.02
id,SUJ-1106,1,0.02
id,SUJ-1107,1,0.02
id,SUJ-1108,1,0.02
id,SUJ-1109,1,0.02
id,SUJ-1110,1,0.02
id,SUJ-1111,1,0.02
id,SUJ-1112,1,0.02
id,SUJ-1113,1,0.02
id,SUJ-1114,1,0.02
id,SUJ-1115,1,0.02
id,SUJ-1116,1,0.02
id,SUJ-1117,1,0.02
id,SUJ-1118,1,0.02
id,SUJ-1119,1,0.02
id,SUJ-1120,1,0.02
id,SUJ-1121,1,0.02
id,SUJ-1122,1,0.02
id,SUJ-1123,1,0.02
id,SUJ-1124,1,0.02
id,SUJ-1125,1,0.02
id,SUJ-1126,1,0.02
id,SUJ-1127,1,0.02
id,SUJ-1128,1,0.02
id,SUJ-1129,1,0.02
id,SUJ-1130,1,0.02
id,SUJ-1131,1,0.02
id,SUJ-1132,1,0.02
id,SUJ-1133,1,0.02
id,SUJ-1134,1,0.02
id,SUJ-1135,1,0.02
id,SUJ-1136,1,0.02
id,SUJ-1137,1,0.02
id,SUJ-1138,1,0.02
id,SUJ-1139,1,0.02
id,SUJ-1140,1,0.02
id,SUJ-1141,1,0.02
id,SUJ-1142,1,0.02
id,SUJ-1143,1,0.02
id,SUJ-1144,1,0.02
id,SUJ-1145,1,0.02
id,SUJ-1146,1,0.02
id,SUJ-1147,1,0.02
id,SUJ-1148,1,0.02
id,SUJ-1149,1,0.02
id,SUJ-1150,1,0.02
id,SUJ-1151,1,0.02
id,SUJ-1152,1,0.02
id,SUJ-1153,1,0.02
id,SUJ-1154,1,0.02
id,SUJ-1155,1,0.02
id,SUJ-1156,1,0.02
id,SUJ-1157,1,0.02
id,SUJ-1158,1,0.02
id,SUJ-1159,1,0.02
id,SUJ-1160,1,0.02
id,SUJ-1161,1,0.02
id,SUJ-1162,1,0.02
id,SUJ-1163,1,0.02
id,SUJ-1164,1,0.02
id,SUJ-1165,1,0.02
id,SUJ-1166,1,0.02
id,SUJ-1167,1,0.02
id,SUJ-1168,1,0.02
id,SUJ-1169,1,0.02
id,SUJ-1170,1,0.02
id,SUJ-1171,1,0.02
id,SUJ-1172,1,0.02
id,SUJ-1173,1,0.02
id,SUJ-1174,1,0.02
id,SUJ-1175,1,0.02
id,SUJ-1176,1,0.02
id,SUJ-1177,1,0.02
id,SUJ-1178,1,0.02
id,SUJ-1179,1,0.02
id,SUJ-1180,1,0.02
id,SUJ-1181,1,0.02
id,SUJ-1182,1,0.02
id,SUJ-1183,1,0.02
id,SUJ-1184,1,0.02
id,SUJ-1185,1,0.02
id,SUJ-1186,1,0.02
id,SUJ-1187,1,0.02
id,SUJ-1188,1,0.02
id,SUJ-1189,1,0.02
id,SUJ-1190,1,0.02
id,SUJ-1191,1,0.02
id,SUJ-1192,1,0.02
id,SUJ-1193,1,0.02
id,SUJ-1194,1,0.02
id,SUJ-1195,1,0.02
id,SUJ-1196,1,0.02
id,SUJ-1197,1,0.02
id,SUJ-1198,1,0.02
id,SUJ-1199,1,0.02
id,SUJ-1200,1,0.02
id,SUJ-1201,1,0.02
id,SUJ-1202,1,0.02
id,SUJ-1203,1,0.02
id,SUJ-1204,1,0.02
id,SUJ-1205,1,0.02
id,SUJ-1206,1,0.02
id,SUJ-1207,1,0.02
id,SUJ-1208,1,0.02
id,SUJ-1209,1,0.02
id,SUJ-1210,1,0.02
id,SUJ-1211,1,0.02
id,SUJ-1212,1,0.02
id,SUJ-1213,1,0.02
id,SUJ-1214,1,0.02
id,SUJ-1215,1,0.02
id,SUJ-1216,1,0.02
id,SUJ-1217,1,0.02
id,SUJ-1218,1,0.02
id,SUJ-1219,1,0.02
id,SUJ-1220,1,0.02
id,SUJ-1221,1,0.02
id,SUJ-1222,1,0.02
id,SUJ-1223,1,0.02
id,SUJ-1224,1,0.02
id,SUJ-1225,1,0.02
id,SUJ-1226,1,0.02
id,SUJ-1227,1,0.02
id,SUJ-1228,1,0.02
id,SUJ-1229,1,0.02
id,SUJ-1230,1,0.02
id,SUJ-1231,1,0.02
id,SUJ-1232,1,0.02
id,SUJ-1233,1,0.02
id,SUJ-1234,1,0.02
id,SUJ-1235,1,0.02
id,SUJ-1236,1,0.02
id,SUJ-1237,1,0.02
id,SUJ-1238,1,0.02
id,SUJ-1239,1,0.02
id,SUJ-1240,1,0.02
id,SUJ-1241,1,0.02
id,SUJ-1242,1,0.02
id,SUJ-1243,1,0.02
id,SUJ-1244,1,0.02
id,SUJ-1245,1,0.02
id,SUJ-1246,1,0.02
id,SUJ-1247,1,0.02
id,SUJ-1248,1,0.02
id,SUJ-1249,1,0.02
id,SUJ-1250,1,0.02
id,SUJ-1251,1,0.02
id,SUJ-1252,1,0.02
id,SUJ-1253,1,0.02
id,SUJ-1254,1,0.02
id,SUJ-1255,1,0.02
id,SUJ-1256,1,0.02
id,SUJ-1257,1,0.02
id,SUJ-1258,1,0.02
id,SUJ-1259,1,0.02
id,SUJ-1260,1,0.02
id,SUJ-1261,1,0.02
id,SUJ-1262,1,0.02
id,SUJ-1263,1,0.02
id,SUJ-1264,1,0.02
id,SUJ-1265,1,0.02
id,SUJ-1266,1,0.02
id,SUJ-1267,1,0.02
id,SUJ-1268,1,0.02
id,SUJ-1269,1,0.02
id,SUJ-1270,1,0.02
id,SUJ-1271,1,0.02
id,SUJ-1272,1,0.02
id,SUJ-1273,1,0.02
id,SUJ-1274,1,0.02
id,SUJ-1275,1,0.02
id,SUJ-1276,1,0.02
id,SUJ-1277,1,0.02
id,SUJ-1278,1,0.02
id,SUJ-1279,1,0.02
id,SUJ-1280,1,0.02
id,SUJ-1281,1,0.02
id,SUJ-1282,1,0.02
id,SUJ-1283,1,0.02
id,SUJ-1284,1,0.02
id,SUJ-1285,1,0.02
id,SUJ-1286,1,0.02
id,SUJ-1287,1,0.02
id,SUJ-1288,1,0.02
id,SUJ-1289,1,0.02
id,SUJ-1290,1,0.02
id,SUJ-1291,1,0.02
id,SUJ-1292,1,0.02
id,SUJ-1293,1,0.02
id,SUJ-1294,1,0.02
id,SUJ-1295,1,0.02
id,SUJ-1296,1,0.02
id,SUJ-1297,1,0.02
id,SUJ-1298,1,0.02
id,SUJ-1299,1,0.02
id,SUJ-1300,1,0.02
id,SUJ-1301,1,0.02
id,SUJ-1302,1,0.02
id,SUJ-1303,1,0.02
id,SUJ-1304,1,0.02
id,SUJ-1305,1,0.02
id,SUJ-1306,1,0.02
id,SUJ-1307,1,0.02
id,SUJ-1308,1,0.02
id,SUJ-1309,1,0.02
id,SUJ-1310,1,0.02
id,SUJ-1311,1,0.02
id,SUJ-1312,1,0.02
id,SUJ-1313,1,0.02
id,SUJ-1314,1,0.02
id,SUJ-1315,1,0.02
id,SUJ-1316,1,0.02
id,SUJ-1317,1,0.02
id,SUJ-1318,1,0.02
id,SUJ-1319,1,0.02
id,SUJ-1320,1,0.02
id,SUJ-1321,1,0.02
id,SUJ-1322,1,0.02
id,SUJ-1323,1,0.02
id,SUJ-1324,1,0.02
id,SUJ-1325,1,0.02
id,SUJ-1326,1,0.02
id,SUJ-1327,1,0.02
id,SUJ-1328,1,0.02
id,SUJ-1329,1,0.02
id,SUJ-1330,1,0.02
id,SUJ-1331,1,0.02
id,SUJ-1332,1,0.02
id,SUJ-1333,1,0.02
id,SUJ-1334,1,0.02
id,SUJ-1335,1,0.02
id,SUJ-1336,1,0.02
id,SUJ-1337,1,0.02
id,SUJ-1338,1,0.02
id,SUJ-1339,1,0.02
id,SUJ-1340,1,0.02
id,SUJ-1341,1,0.02
id,SUJ-1342,1,0.02
id,SUJ-1343,1,0.02
id,SUJ-1344,1,0.02
id,SUJ-1345,1,0.02
id,SUJ-1346,1,0.02
id,SUJ-1347,1,0.02
id,SUJ-1348,1,0.02
id,SUJ-1349,1,0.02
id,SUJ-1350,1,0.02
id,SUJ-1351,1,0.02
id,SUJ-1352,1,0.02
id,SUJ-1353,1,0.02
id,SUJ-1354,1,0.02
id,SUJ-1355,1,0.02
id,SUJ-1356,1,0.02
id,SUJ-1357,1,0.02
id,SUJ-1358,1,0.02
id,SUJ-1359,1,0.02
id,SUJ-1360,1,0.02
id,SUJ-1361,1,0.02
id,SUJ-1362,1,0.02
id,SUJ-1363,1,0.02
id,SUJ-1364,1,0.02
id,SUJ-1365,1,0.02
id,SUJ-1366,1,0.02
id,SUJ-1367,1,0.02
id,SUJ-1368,1,0.02
id,SUJ-1369,1,0.02
id,SUJ-1370,1,0.02
id,SUJ-1371,1,0.02
id,SUJ-1372,1,0.02
id,SUJ-1373,1,0.02
id,SUJ-1374,1,0.02
id,SUJ-1375,1,0.02
id,SUJ-1376,1,0.02
id,SUJ-1377,1,0.02
id,SUJ-1378,1,0.02
id,SUJ-1379,1,0.02
id,SUJ-1380,1,0.02
id,SUJ-1381,1,0.02
id,SUJ-1382,1,0.02
id,SUJ-1383,1,0.02
id,SUJ-1384,1,0.02
id,SUJ-1385,1,0.02
id,SUJ-1386,1,0.02
id,SUJ-1387,1,0.02
id,SUJ-1388,1,0.02
id,SUJ-1389,1,0.02
id,SUJ-1390,1,0.02
id,SUJ-1391,1,0.02
id,SUJ-1392,1,0.02
id,SUJ-1393,1,0.02
id,SUJ-1394,1,0.02
id,SUJ-1395,1,0.02
id,SUJ-1396,1,0.02
id,SUJ-1397,1,0.02
id,SUJ-1398,1,0.02
id,SUJ-1399,1,0.02
id,SUJ-1400,1,0.02
id,SUJ-1401,1,0.02
id,SUJ-1402,1,0.02
id,SUJ-1403,1,0.02
id,SUJ-1404,1,0.02
id,SUJ-1405,1,0.02
id,SUJ-1406,1,0.02
id,SUJ-1407,1,0.02
id,SUJ-1408,1,0.02
id,SUJ-1409,1,0.02
id,SUJ-1410,1,0.02
id,SUJ-1411,1,0.02
id,SUJ-1412,1,0.02
id,SUJ-1413,1,0.02
id,SUJ-1414,1,0.02
id,SUJ-1415,1,0.02
id,SUJ-1416,1,0.02
id,SUJ-1417,1,0.02
id,SUJ-1418,1,0.02
id,SUJ-1419,1,0.02
id,SUJ-1420,1,0.02
id,SUJ-1421,1,0.02
id,SUJ-1422,1,0.02
id,SUJ-1423,1,0.02
id,SUJ-1424,1,0.02
id,SUJ-1425,1,0.02
id,SUJ-1426,1,0.02
id,SUJ-1427,1,0.02
id,SUJ-1428,1,0.02
id,SUJ-1429,1,0.02
id,SUJ-1430,1,0.02
id,SUJ-1431,1,0.02
id,SUJ-1432,1,0.02
id,SUJ-1433,1,0.02
id,SUJ-1434,1,0.02
id,SUJ-1435,1,0.02
id,SUJ-1436,1,0.02
id,SUJ-1437,1,0.02
id,SUJ-1438,1,0.02
id,SUJ-1439,1,0.02
id,SUJ-1440,1,0.02
id,SUJ-1441,1,0.02
id,SUJ-1442,1,0.02
id,SUJ-1443,1,0.02
id,SUJ-1444,1,0.02
id,SUJ-1445,1,0.02
id,SUJ-1446,1,0.02
id,SUJ-1447,1,0.02
id,SUJ-1448,1,0.02
id,SUJ-1449,1,0.02
id,SUJ-1450,1,0.02
id,SUJ-1451,1,0.02
id,SUJ-1452,1,0.02
id,SUJ-1453,1,0.02
id,SUJ-1454,1,0.02
id,SUJ-1455,1,0.02
id,SUJ-1456,1,0.02
id,SUJ-1457,1,0.02
id,SUJ-1458,1,0.02
id,SUJ-1459,1,0.02
id,SUJ-1460,1,0.02
id,SUJ-1461,1,0.02
id,SUJ-1462,1,0.02
id,SUJ-1463,1,0.02
id,SUJ-1464,1,0.02
id,SUJ-1465,1,0.02
id,SUJ-1466,1,0.02
id,SUJ-1467,1,0.02
id,SUJ-1468,1,0.02
id,SUJ-1469,1,0.02
id,SUJ-1470,1,0.02
id,SUJ-1471,1,0.02
id,SUJ-1472,1,0.02
id,SUJ-1473,1,0.02
id,SUJ-1474,1,0.02
id,SUJ-1475,1,0.02
id,SUJ-1476,1,0.02
id,SUJ-1477,1,0.02
id,SUJ-1478,1,0.02
id,SUJ-1479,1,0.02
id,SUJ-1480,1,0.02
id,SUJ-1481,1,0.02
id,SUJ-1482,1,0.02
id,SUJ-1483,1,0.02
id,SUJ-1484,1,0.02
id,SUJ-1485,1,0.02
id,SUJ-1486,1,0.02
id,SUJ-1487,1,0.02
id,SUJ-1488,1,0.02
id,SUJ-1489,1,0.02
id,SUJ-1490,1,0.02
id,SUJ-1491,1,0.02
id,SUJ-1492,1,0.02
id,SUJ-1493,1,0.02
id,SUJ-1494,1,0.02
id,SUJ-1495,1,0.02
id,SUJ-1496,1,0.02
id,SUJ-1497,1,0.02
id,SUJ-1498,1,0.02
id,SUJ-1499,1,0.02
id,SUJ-1500,1,0.02
id,SUJ-1501,1,0.02
id,SUJ-1502,1,0.02
id,SUJ-1503,1,0.02
id,SUJ-1504,1,0.02
id,SUJ-1505,1,0.02
id,SUJ-1506,1,0.02
id,SUJ-1507,1,0.02
id,SUJ-1508,1,0.02
id,SUJ-1509,1,0.02
id,SUJ-1510,1,0.02
id,SUJ-1511,1,0.02
id,SUJ-1512,1,0.02
id,SUJ-1513,1,0.02
id,SUJ-1514,1,0.02
id,SUJ-1515,1,0.02
id,SUJ-1516,1,0.02
id,SUJ-1517,1,0.02
id,SUJ-1518,1,0.02
id,SUJ-1519,1,0.02
id,SUJ-1520,1,0.02
id,SUJ-1521,1,0.02
id,SUJ-1522,1,0.02
id,SUJ-1523,1,0.02
id,SUJ-1524,1,0.02
id,SUJ-1525,1,0.02
id,SUJ-1526,1,0.02
id,SUJ-1527,1,0.02
id,SUJ-1528,1,0.02
id,SUJ-1529,1,0.02
id,SUJ-1530,1,0.02
id,SUJ-1531,1,0.02
id,SUJ-1532,1,0.02
id,SUJ-1533,1,0.02
id,SUJ-1534,1,0.02
id,SUJ-1535,1,0.02
id,SUJ-1536,1,0.02
id,SUJ-1537,1,0.02
id,SUJ-1538,1,0.02
id,SUJ-1539,1,0.02
id,SUJ-1540,1,0.02
id,SUJ-1541,1,0.02
id,SUJ-1542,1,0.02
id,SUJ-1543,1,0.02
id,SUJ-1544,1,0.02
id,SUJ-1545,1,0.02
id,SUJ-1546,1,0.02
id,SUJ-1547,1,0.02
id,SUJ-1548,1,0.02
id,SUJ-1549,1,0.02
id,SUJ-1550,1,0.02
id,SUJ-1551,1,0.02
id,SUJ-1552,1,0.02
id,SUJ-1553,1,0.02
id,SUJ-1554,1,0.02
id,SUJ-1555,1,0.02
id,SUJ-1556,1,0.02
id,SUJ-1557,1,0.02
id,SUJ-1558,1,0.02
id,SUJ-1559,1,0.02
id,SUJ-1560,1,0.02
id,SUJ-1561,1,0.02
id,SUJ-1562,1,0.02
id,SUJ-1563,1,0.02
id,SUJ-1564,1,0.02
id,SUJ-1565,1,0.02
id,SUJ-1566,1,0.02
id,SUJ-1567,1,0.02
id,SUJ-1568,1,0.02
id,SUJ-1569,1,0.02
id,SUJ-1570,1,0.02
id,SUJ-1571,1,0.02
id,SUJ-1572,1,0.02
id,SUJ-1573,1,0.02
id,SUJ-1574,1,0.02
id,SUJ-1575,1,0.02
id,SUJ-1576,1,0.02
id,SUJ-1577,1,0.02
id,SUJ-1578,1,0.02
id,SUJ-1579,1,0.02
id,SUJ-1580,1,0.02
id,SUJ-1581,1,0.02
id,SUJ-1582,1,0.02
id,SUJ-1583,1,0.02
id,SUJ-1584,1,0.02
id,SUJ-1585,1,0.02
id,SUJ-1586,1,0.02
id,SUJ-1587,1,0.02
id,SUJ-1588,1,0.02
id,SUJ-1589,1,0.02
id,SUJ-1590,1,0.02
id,SUJ-1591,1,0.02
id,SUJ-1592,1,0.02
id,SUJ-1593,1,0.02
id,SUJ-1594,1,0.02
id,SUJ-1595,1,0.02
id,SUJ-1596,1,0.02
id,SUJ-1597,1,0.02
id,SUJ-1598,1,0.02
id,SUJ-1599,1,0.02
id,SUJ-1600,1,0.02
id,SUJ-1601,1,0.02
id,SUJ-1602,1,0.02
id,SUJ-1603,1,0.02
id,SUJ-1604,1,0.02
id,SUJ-1605,1,0.02
id,SUJ-1606,1,0.02
id,SUJ-1607,1,0.02
id,SUJ-1608,1,0.02
id,SUJ-1609,1,0.02
id,SUJ-1610,1,0.02
id,SUJ-1611,1,0.02
id,SUJ-1612,1,0.02
id,SUJ-1613,1,0.02
id,SUJ-1614,1,0.02
id,SUJ-1615,1,0.02
id,SUJ-1616,1,0.02
id,SUJ-1617,1,0.02
id,SUJ-1618,1,0.02
id,SUJ-1619,1,0.02
id,SUJ-1620,1,0.02
id,SUJ-1621,1,0.02
id,SUJ-1622,1,0.02
id,SUJ-1623,1,0.02
id,SUJ-1624,1,0.02
id,SUJ-1625,1,0.02
id,SUJ-1626,1,0.02
id,SUJ-1627,1,0.02
id,SUJ-1628,1,0.02
id,SUJ-1629,1,0.02
id,SUJ-1630,1,0.02
id,SUJ-1631,1,0.02
id,SUJ-1632,1,0.02
id,SUJ-1633,1,0.02
id,SUJ-1634,1,0.02
id,SUJ-1635,1,0.02
id,SUJ-1636,1,0.02
id,SUJ-1637,1,0.02
id,SUJ-1638,1,0.02
id,SUJ-1639,1,0.02
id,SUJ-1640,1,0.02
id,SUJ-1641,1,0.02
id,SUJ-1642,1,0.02
id,SUJ-1643,1,0.02
id,SUJ-1644,1,0.02
id,SUJ-1645,1,0.02
id,SUJ-1646,1,0.02
id,SUJ-1647,1,0.02
id,SUJ-1648,1,0.02
id,SUJ-1649,1,0.02
id,SUJ-1650,1,0.02
id,SUJ-1651,1,0.02
id,SUJ-1652,1,0.02
id,SUJ-1653,1,0.02
id,SUJ-1654,1,0.02
id,SUJ-1655,1,0.02
id,SUJ-1656,1,0.02
id,SUJ-1657,1,0.02
id,SUJ-1658,1,0.02
id,SUJ-1659,1,0.02
id,SUJ-1660,1,0.02
id,SUJ-1661,1,0.02
id,SUJ-1662,1,0.02
id,SUJ-1663,1,0.02
id,SUJ-1664,1,0.02
id,SUJ-1665,1,0.02
id,SUJ-1666,1,0.02
id,SUJ-1667,1,0.02
id,SUJ-1668,1,0.02
id,SUJ-1669,1,0.02
id,SUJ-1670,1,0.02
id,SUJ-1671,1,0.02
id,SUJ-1672,1,0.02
id,SUJ-1673,1,0.02
id,SUJ-1674,1,0.02
id,SUJ-1675,1,0.02
id,SUJ-1676,1,0.02
id,SUJ-1677,1,0.02
id,SUJ-1678,1,0.02
id,SUJ-1679,1,0.02
id,SUJ-1680,1,0.02
id,SUJ-1681,1,0.02
id,SUJ-1682,1,0.02
id,SUJ-1683,1,0.02
id,SUJ-1684,1,0.02
id,SUJ-1685,1,0.02
id,SUJ-1686,1,0.02
id,SUJ-1687,1,0.02
id,SUJ-1688,1,0.02
id,SUJ-1689,1,0.02
id,SUJ-1690,1,0.02
id,SUJ-1691,1,0.02
id,SUJ-1692,1,0.02
id,SUJ-1693,1,0.02
id,SUJ-1694,1,0.02
id,SUJ-1695,1,0.02
id,SUJ-1696,1,0.02
id,SUJ-1697,1,0.02
id,SUJ-1698,1,0.02
id,SUJ-1699,1,0.02
id,SUJ-1700,1,0.02
id,SUJ-1701,1,0.02
id,SUJ-1702,1,0.02
id,SUJ-1703,1,0.02
id,SUJ-1704,1,0.02
id,SUJ-1705,1,0.02
id,SUJ-1706,1,0.02
id,SUJ-1707,1,0.02
id,SUJ-1708,1,0.02
id,SUJ-1709,1,0.02
id,SUJ-1710,1,0.02
id,SUJ-1711,1,0.02
id,SUJ-1712,1,0.02
id,SUJ-1713,1,0.02
id,SUJ-1714,1,0.02
id,SUJ-1715,1,0.02
id,SUJ-1716,1,0.02
id,SUJ-1717,1,0.02
id,SUJ-1718,1,0.02
id,SUJ-1719,1,0.02
id,SUJ-1720,1,0.02
id,SUJ-1721,1,0.02
id,SUJ-1722,1,0.02
id,SUJ-1723,1,0.02
id,SUJ-1724,1,0.02
id,SUJ-1725,1,0.02
id,SUJ-1726,1,0.02
id,SUJ-1727,1,0.02
id,SUJ-1728,1,0.02
id,SUJ-1729,1,0.02
id,SUJ-1730,1,0.02
id,SUJ-1731,1,0.02
id,SUJ-1732,1,0.02
id,SUJ-1733,1,0.02
id,SUJ-1734,1,0.02
id,SUJ-1735,1,0.02
id,SUJ-1736,1,0.02
id,SUJ-1737,1,0.02
id,SUJ-1738,1,0.02
id,SUJ-1739,1,0.02
id,SUJ-1740,1,0.02
id,SUJ-1741,1,0.02
id,SUJ-1742,1,0.02
id,SUJ-1743,1,0.02
id,SUJ-1744,1,0.02
id,SUJ-1745,1,0.02
